	name	shop_location	item_public_time	item_be_got_time	sell_time	shopee_verified	discount	is_adult	options	show_official_shop_label_in_title	rating_star	rating_count	flash_sale	upcoming_flash_sale	price_min	price_min_before_discoun	price_max	price_max_before_discount	price	price_before_discount	coin_earn_label	liked_count	view_count	cmt_count	is_preferred_plus_seller	show_free_shipping	images	video_info_list	sold	historical_sold
205	Áo Khoác Phao Không Tay Có Nón Thời Trang Nam	Nước ngoài	1601881379	1609771212	7889833	False	None	False	4	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	349300000000	-1	349300000000	-1	349300000000	0	None	0	17	0	False	False	9	0	0	0
206	Áo Khoác Bóng Chày Thời Trang Nam	Nước ngoài	1587997192	1609771212	21774020	False	50%	False	24	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	25830000000	51390000000	25830000000	51390000000	25830000000	51390000000	None	0	4	0	False	False	9	0	0	0
207	Áo hoodie thời trang nam có nón tay dài in hình sói 3D cực cá tính	Nước ngoài	1562398434	1609771212	47372778	False	21%	False	0	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	18420000000	22500000000	18420000000	23400000000	18420000000	22500000000	None	1	21	0	False	True	9	0	1	1
208	Áo Khoác Denim Thời Trang Nam 2020	Nước ngoài	1600259452	1609771212	9511760	False	None	False	6	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	72460000000	-1	72460000000	-1	72460000000	0	None	0	1	0	False	False	9	0	0	0
209	áo khoác thu đông thời trang nam 2020	Quảng Ninh	1602561341	1609771212	7209871	False	None	False	1	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	26200000000	-1	26200000000	-1	26200000000	0	None	0	1	0	False	False	1	0	0	0
210	Áo Khoác Thời Trang Nam Họa Tiết Hình Học Màu Vàng	Nước ngoài	1607461888	1609771212	2309324	False	None	False	6	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	35981600000	-1	37522000000	-1	35981600000	0	None	0	0	0	False	False	2	0	0	0
211	Áo Khoác Giữ Ấm Thời Trang Nam	Nước ngoài	1572684430	1609771212	37086782	False	None	False	10	False	5.0	[1, 0, 0, 0, 0, 1]	None	None	25770000000	-1	25770000000	-1	25770000000	0	None	0	13	1	False	False	9	0	1	1
212	[HÀNG TẾT 2020] Áo Khoác Dù Nam Chống Mưa,Nắng Cao Cấp,Thời Trang Nam	TP. Hồ Chí Minh	1577347131	1609771212	32424081	False	None	False	4	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	14500000000	-1	14500000000	-1	14500000000	0	None	0	7	0	False	False	2	0	0	1
213	Áo khoác hoodie in logo Kawasaki khóa kéo màu gradient thời trang nam hiphop 2019	Nước ngoài	1576065250	1609771212	33705962	False	None	False	15	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	40010000000	-1	40010000000	-1	40010000000	0	None	1	7	0	False	False	9	0	0	0
214	Áo Da Thời Trang Nam Hàng Thiết Kế	Hà Nội	1579058549	1609771212	30712663	False	14%	False	5	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	59900000000	69900000000	59900000000	69900000000	59900000000	69900000000	None	1	42	0	False	True	2	0	0	1
215	[THỜI TRANG NAM] Áo khoác da lót lông nam thời trang cao cấp HCM AD021	TP. Hồ Chí Minh	1596622994	1609771212	13148218	False	34%	False	4	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	29900000000	45000000000	29900000000	45000000000	29900000000	45000000000	None	1	77	0	False	False	4	0	0	0
216	🌸 Áo khoác phao đại hàn thời trang nam siêu dày ấm cao cấp APHA03-1827 Siêu Đẹp 🌸	Thái Nguyên	1607007475	1609771212	2763737	False	30%	False	5	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	27399200000	39141700000	27399200000	39141700000	27399200000	39141700000	None	1	18	0	False	False	9	0	0	0
217	Áo Khoác Nhung Có Nón Thời Trang Nam	Nước ngoài	1572834179	1609771212	36937033	False	None	False	8	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	23360000000	-1	23360000000	-1	23360000000	0	None	0	6	0	False	False	9	0	0	0
218	Áo khoác blazer dáng ôm thời trang nam sang trọng	Nước ngoài	1588079505	1609771212	21691707	False	1%	False	15	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	73960000000	74730000000	73960000000	74730000000	73960000000	74730000000	None	0	10	0	False	False	9	0	0	0
219	Áo Khoác Bomber Có Khóa Kéo Thời Trang Nam Ma1	Nước ngoài	1604743805	1609771212	5027407	False	None	False	18	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	65310000000	-1	65310000000	-1	65310000000	0	None	0	8	0	False	False	9	0	0	0
220	[XẢ KHO GIÁ HUỶ DIỆT] _ Áo gió cao cấp trong lót lưới thời trang nam One 4, phom 50-75kg	Hà Nội	1575053924	1609771212	34717288	True	47%	False	8	False	5.0	[1, 0, 0, 0, 0, 1]	None	None	15700000000	29900000000	15700000000	29900000000	15700000000	29900000000	None	2054	41	1	False	False	8	1	0	12
221	Áo Khoác Cardigan Giordano 01057706 Thời Trang Nam Cổ Gân Thun Kỹ Thuật Dệt Jacquard	Nước ngoài	1607583465	1609771212	2187747	False	29%	False	6	True	0.0	[0, 0, 0, 0, 0, 0]	None	None	70900000000	99999900000	70900000000	99999900000	70900000000	99999900000	None	1	44	0	False	False	9	0	0	0
222	Mẫu áo Hoodie Law One Piece in hình đẹp ⚡ FREESHIP ⚡Áo Anime đẹp giá rẻ thời trang nam	Hà Nội	1606128662	1609771212	3642550	False	None	False	1	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	19200000000	-1	19200000000	-1	19200000000	0	None	0	5	0	False	False	1	0	0	0
223	Áo khoác thời trang nam	Thanh Hóa	1604279909	1609771212	5491303	False	None	False	4	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	41800000000	-1	41800000000	-1	41800000000	0	None	2	14	0	False	False	4	1	0	0
224	[Ảnh thật] Áo Khoác Dạ Dài Hàn Quốc Áo Măng Tô Nam Thời Trang Nam Thanh Lịch Màu Đen AKD05	Hà Nội	1608893275	1609771212	877937	False	11%	False	4	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	39900000000	44900000000	39900000000	44900000000	39900000000	44900000000	None	3	195	0	False	False	7	1	0	0
225	áo hoodie Mobile Legends in hình đẹp ⚡ FREESHIP ⚡Áo Game đẹp giá rẻ thời trang nam	Hà Nội	1579795329	1609771212	29975883	False	None	False	5	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	19900000000	-1	19900000000	-1	19900000000	0	None	1	5	0	False	False	1	0	0	4
226	🔥HOT🔥 Mẫu áo Hoodie in hình OVERLORD anime đẹp giá rẻ thời trang nam	Hà Nội	1606098638	1609771212	3672574	False	None	False	5	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	16900000000	-1	16900000000	-1	16900000000	0	None	0	18	0	False	False	1	0	0	0
227	Áo phao nam siêu nhẹ - Áo khoác phao nam 2 trong 1 cực đẹp - Áo phao thời trang nam	Hà Nội	1603002030	1609771212	6769182	True	None	False	12	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	35000000000	-1	35000000000	-1	35000000000	0	None	1	34	0	False	False	4	0	0	0
228	Áo khoác sơ mi mỏng cổ bẻ màu trơn đơn giản thời trang nam tuổi trung niên	Nước ngoài	1604018445	1609771212	5752767	False	39%	False	15	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	52580000000	86060000000	52580000000	86060000000	52580000000	86060000000	None	0	32	0	False	False	9	0	0	0
229	Áo Khoác Giả Da Thời Trang Nam	Nước ngoài	1604574906	1609771212	5196306	False	30%	False	16	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	65800000000	94000000000	65800000000	94000000000	65800000000	94000000000	None	1	24	0	False	False	9	0	0	0
230	Set 4 Nhẫn + 1 Áo Khoác + 1 Quần Dài + 1 Túi Đeo Chéo Thời Trang Nam	Nước ngoài	1581075545	1609771212	28695667	False	35%	False	42	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	53510000000	81800000000	53510000000	81800000000	53510000000	81800000000	None	2	10	0	False	False	9	0	0	0
231	Áo Khoác Khóa Kéo In Hình Hoạt Hình 3d Thời Trang Nam	Nước ngoài	1574857890	1609771212	34913322	False	42%	False	8	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	27550000000	47500000000	27550000000	47500000000	27550000000	47500000000	None	1	14	0	False	False	3	0	0	0
232	Áo khoác phong cách thời trang nam giá rẻ	An Giang	1603800333	1609771212	5970879	False	5%	False	1	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	22800000000	24000000000	22800000000	24000000000	22800000000	24000000000	None	0	5	0	False	False	6	0	0	0
233	Áo Khoác Phao Cộc Tay Thời Trang Nam	Nước ngoài	1608782531	1609771212	988681	False	50%	False	28	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	20121800000	40243600000	22418900000	44837700000	20121800000	40243600000	None	0	10	0	False	False	9	0	0	0
234	Bộ đồ vest 3 món thời trang nam Hàn Quốc	Nước ngoài	1603191740	1609771212	6579472	False	34%	False	48	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	47850000000	72610000000	47850000000	72610000000	47850000000	72610000000	None	1	7	0	False	False	5	0	0	0
235	Áo Khoác Phao Cổ Lông Thời Trang Nam	Nước ngoài	1608780758	1609771212	990454	False	None	False	48	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	79999600000	-1	79999600000	-1	79999600000	0	None	1	3	0	False	True	9	0	0	0
236	Áo Khoác Da Pu Thời Trang Nam Cá Tính	Nước ngoài	1608244761	1609771212	1526451	False	None	False	7	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	98931500000	-1	98931500000	-1	98931500000	0	None	1	1	0	False	False	5	0	0	0
237	Áo Khoác Dù 2 Lớp Dày Dặn Thời Trang Nam VNXK loại 1 (AA938)	Bến Tre	1604398206	1609771212	5373006	False	None	False	2	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	6900000000	-1	6900000000	-1	6900000000	0	None	1	16	0	False	True	1	0	0	0
238	Áo khoác dáng vest cho nam áo vest cách điệu thời trang nam	TP. Hồ Chí Minh	1578486007	1609771212	31285205	False	None	False	5	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	34900000000	-1	34900000000	-1	34900000000	0	None	0	20	0	False	True	5	0	0	0
239	áo PUBG in hình đẹp ⚡ FREESHIP ⚡Áo hoodie in hình PUBG đẹp giá rẻ thời trang nam	Hà Nội	1606468104	1609771212	3303108	False	None	False	1	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	21510000000	-1	21510000000	-1	21510000000	0	None	0	2	0	False	False	1	0	0	0
240	áo hoodie Mobile Legends in hình đẹp ⚡ FREESHIP ⚡Áo Game đẹp giá rẻ thời trang nam /uy tín chất lượng	Hà Nội	1606888059	1609771212	2883153	False	None	False	5	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	18905000000	-1	18905000000	-1	18905000000	0	None	1	3	0	False	False	1	0	0	0
241	Áo Khoác Jean Thời Trang Nam	Nước ngoài	1591703689	1609771212	18067523	False	10%	False	5	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	41448600000	46053900000	41448600000	46053900000	41448600000	46053900000	None	0	2	0	False	False	7	0	0	0
242	Áo khoác nhẹ GVC đính sao hàng SP - Áo khoác GVC thời trang nam - Áo khoác gió GVC	Hà Nội	1602747867	1609771212	7023345	True	None	False	6	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	46000000000	-1	46000000000	-1	46000000000	0	None	1	81	0	False	False	3	0	0	0
243	Quần Dài Thể Thao Dây Rút Trẻ Trung Thời Trang Nam	Nước ngoài	1605007170	1609771212	4764042	False	None	False	21	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	75600000000	-1	75600000000	-1	75600000000	0	None	0	0	0	False	False	1	0	0	0
244	Áo Khoác Gió Dáng Ôm Thời Trang Nam Fy003-aq448	Nước ngoài	1608697683	1609771212	1073529	False	50%	False	15	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	32730000000	65120000000	32730000000	65120000000	32730000000	65120000000	None	0	1	0	False	False	7	0	0	0
245	[HOT 2020] Áo Khoác Nam Áo Chống Nắng Nam - Chống Tia UV - Thời Trang & Sành Điệu, Làm Mát & Thông Hơi - KOOFOX	TP. Hồ Chí Minh	1585679064	1609771212	24092148	True	36%	False	9	False	4.76087	[46, 0, 1, 2, 4, 39]	None	None	10900000000	16900000000	12900000000	16900000000	10900000000	16900000000	None	8342	658	46	True	True	9	0	8	122
246	BỘ VEST NAM THỜI TRANG CÔNG SỞ SANG TRỌNG	Hà Nội	1605377340	1609771212	4393872	False	None	False	40	False	5.0	[6, 0, 0, 0, 0, 6]	None	None	79900000000	-1	79900000000	-1	79900000000	0	None	36	2264	6	False	False	9	1	12	13
247	(Hàng đẹp đã về) Chuẩn chất, đẹp phom dáng, Áo khoác gió lót lông cừu chống nước, Nam nữ thoải mái, tự tin dạo phố.	Hà Nội	1603036148	1609771212	6735064	True	49%	False	24	False	4.0	[3, 0, 1, 0, 0, 2]	None	None	17300000000	34000000000	17300000000	34000000000	17300000000	34000000000	None	1	480	3	False	False	9	0	5	7
248	[Video] Áo Khoác Gió Nam Lót Lông Cừu Chống Nước - Chống Gió - Lông Dày Dặn Không Rụng Lông - Mũ Tháo Rời Đủ Size Đủ Màu	Hà Nội	1606810439	1609771212	2960773	False	40%	False	20	False	5.0	[9, 0, 0, 0, 0, 9]	None	None	17900000000	29900000000	17900000000	29900000000	17900000000	29900000000	None	6	728	9	False	False	9	1	15	20
249	Áo khoác da nam lót dù thời trang cao cấp pious AD019 hàng VNXK	TP. Hồ Chí Minh	1575891670	1609771212	33879542	False	None	False	3	False	5.0	[2, 0, 0, 0, 0, 2]	None	None	25900000000	-1	25900000000	-1	25900000000	0	None	10	346	2	False	False	4	0	2	10
250	Áo hoodie nỉ form rộng unisex Toán Học nam nữ ullzang WIND thu dông	Bình Dương	1547208713	1609771212	62562499	True	39%	False	4	False	4.737762	[287, 2, 2, 18, 28, 237]	None	None	10900000000	18000000000	10900000000	18000000000	10900000000	18000000000	None	850	32865	287	False	True	9	0	228	729
251	Áo khoác nam 💚𝗙𝗥𝗘𝗘𝗦𝗛𝗜𝗣💚 Áo khoác nỉ bông ấm áp nhiều họa tiết trắng, đen, xanh, bóng chày	TP. Hồ Chí Minh	1600923899	1609771212	8847313	True	44%	False	15	False	4.423076999999999	[26, 3, 0, 1, 1, 21]	None	None	9900000000	17800000000	9900000000	17800000000	9900000000	17800000000	None	15	3414	26	False	True	8	0	140	148
252	Áo Hoodie Nam Ulzzang thiêu chữ form rộng 3 màu Đen Xanh Kem	TP. Hồ Chí Minh	1563990885	1609771212	45780327	True	35%	False	6	False	4.843373000000001	[166, 0, 0, 3, 20, 143]	None	None	12935000000	19900000000	12935000000	19900000000	12935000000	19900000000	None	409	3777	166	True	True	8	1	34	450
253	Áo Khoác Nam Kaki Chống Lạnh Unisex Nam Nữ Phong Cách Hàn Quốc FREESHIP	TP. Hồ Chí Minh	1605775504	1609771212	3995708	False	20%	False	6	False	4.882353	[17, 0, 0, 0, 2, 15]	None	None	15120000000	18900000000	15120000000	18900000000	15120000000	18900000000	None	31	2064	17	False	True	8	1	706	707
254	[FREESHIP-Y HÌNH]Áo gió - Áo gió nam cao cấp - Chất liệu poly chống nước cực tốt, lót lông mềm mịn, mặc ấm thoải mái	Hà Nội	1604551104	1609771212	5220108	False	35%	False	16	False	4.818182	[33, 1, 0, 0, 2, 30]	None	None	21000000000	32500000000	21000000000	32500000000	21000000000	32500000000	None	160	1429	33	False	False	4	0	90	315
255	Áo Khoác Len Sọc Caro Thời Trang Nam	Nước ngoài	1572256496	1609771212	37514716	False	None	False	4	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	69890000000	-1	69890000000	-1	69890000000	0	None	4	5	0	False	True	6	0	0	0
256	Áo Khoác Phao Cộc Tay Cổ V Thời Trang Nam	Nước ngoài	1604494645	1609771212	5276567	False	46%	False	3	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	23800000000	44110000000	23800000000	44110000000	23800000000	44110000000	None	1	17	0	False	True	9	0	0	0
257	Áo Hoodies Q5 Trẻ Trung Thời Trang Nam	Nước ngoài	1605597656	1609771212	4173556	False	25%	False	10	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	24000000000	32000000000	24000000000	32000000000	24000000000	32000000000	None	0	1	0	False	False	4	0	0	0
258	Áo Len Cổ Lọ Dài Tay Thời Trang Nam	Nước ngoài	1609226070	1609771212	545142	False	None	False	50	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	30500000000	-1	30500000000	-1	30500000000	0	None	1	4	0	False	False	9	0	0	0
259	Thời Trang Nam, áo khoác măng tô số 8, RL1357 - ĐEN	TP. Hồ Chí Minh	1546406778	1609771212	63364434	False	None	False	1	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	47000000000	-1	47000000000	-1	47000000000	0	None	2	29	0	False	True	3	0	0	0
260	Aó khoắc lông cừu thời trang nam cao cấp	Hà Nội	1601812116	1609771212	7959096	False	None	False	16	False	5.0	[1, 0, 0, 0, 0, 1]	None	None	26000000000	-1	26000000000	-1	26000000000	0	None	9976	7458	1	False	False	9	0	0	1
261	Áo Khoác Denim Không Tay Thời Trang Nam	Nước ngoài	1589462006	1609771212	20309206	False	41%	False	7	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	31860000000	54000000000	31860000000	54000000000	31860000000	54000000000	None	1	0	0	False	False	8	0	0	0
262	Áo Khoác Bò Jean Có Mũ / Denim Jacket Thời Trang Nam Basic	Hà Nội	1543283396	1609771212	66487816	False	None	False	10	False	5.0	[1, 0, 0, 0, 0, 1]	None	None	45000000000	-1	45000000000	-1	45000000000	0	None	1248	51	1	False	True	5	0	0	4
263	Áo khoác thời trang nam giá rẻ	An Giang	1603800720	1609771212	5970492	False	5%	False	1	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	24700000000	26000000000	24700000000	26000000000	24700000000	26000000000	None	0	9	0	False	False	7	0	0	0
264	Áo khoác thời trang nam cổ bẻ dài tay	Nước ngoài	1575608446	1609771212	34162766	False	12%	False	5	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	35982000000	40888700000	35982000000	40888700000	35982000000	40888700000	None	2	3	0	False	False	9	0	0	0
265	Men Coat Men Jacket Long Sleeve Coat Hip Hop Jacket  Thời Trang Nam Áo sơ mi Dài tay Áo sơ mi nam gấp cổ Áo Sơ Mi Nam áo	Nước ngoài	1572241955	1609771212	37529257	False	None	False	6	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	43900000000	-1	43900000000	-1	43900000000	0	None	3	20	0	False	False	6	0	0	0
266	Áo Len Cổ Tròn Dài Tay Thời Trang Nam	Nước ngoài	1574154406	1609771212	35616806	False	None	False	36	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	28160000000	-1	28160000000	-1	28160000000	0	None	0	1	0	False	False	7	0	0	0
267	áo len cổ tròn dài tay thời trang nam	Nước ngoài	1572050805	1609771212	37720407	False	24%	False	45	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	31250000000	41120000000	31250000000	41120000000	31250000000	41120000000	None	1	1	0	False	False	9	0	0	0
268	Áo Hoodies Có Nón Dài Tay Thời Trang Nam	Nước ngoài	1600936441	1609771212	8834771	False	50%	False	28	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	18750000000	37500000000	18750000000	37500000000	18750000000	37500000000	None	0	1	0	False	False	9	0	0	0
269	Áo Bóng Rổ Cộc Tay Cổ Tròn In Chữ Nike Thời Trang Nam	Nước ngoài	1587560432	1609771212	22210780	False	50%	False	18	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	39770000000	79140000000	39770000000	79140000000	39770000000	79140000000	None	1	10	0	False	False	8	0	0	0
270	Áo Khoác Phao Giữ Ấm Thời Trang Nam Trung Niên	Nước ngoài	1606753042	1609771212	3018170	False	None	False	36	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	40162500000	-1	47084600000	-1	40162500000	0	None	0	41	0	False	False	9	0	1	1
271	Thời trang nam Zipper Hoodies For Men	Nước ngoài	1576589402	1609771212	33181810	False	None	False	16	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	33900000000	-1	33900000000	-1	33900000000	0	None	0	0	0	False	False	7	0	0	0
272	áo khoác len hai khóa kéo thời trang nam mẫu mới la*coste	Hà Nội	1606309139	1609771212	3462073	False	20%	False	12	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	126400000000	158000000000	126400000000	158000000000	126400000000	158000000000	None	1	14	0	False	False	9	0	0	0
273	Áo Khoác Giả Da Thời Trang Nam	Nước ngoài	1608636151	1609771212	1135061	False	None	False	3	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	52580000000	-1	52580000000	-1	52580000000	0	None	0	1	0	False	False	6	0	0	0
274	Áo Khoác Da Đệm Bông Giữ Ấm Thời Trang Nam	Nước ngoài	1608782343	1609771212	988869	False	None	False	18	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	83635900000	-1	83635900000	-1	83635900000	0	None	1	3	0	False	True	9	0	0	0
275	Áo khoác thời trang nam màu trắng	Nước ngoài	1575031950	1609771212	34739262	False	None	False	12	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	55200000000	-1	55200000000	-1	55200000000	0	None	0	1	0	False	False	9	0	0	0
276	Áo Khoác Bóng Chày Thời Trang Nam	Nước ngoài	1604501753	1609771212	5269459	False	50%	False	28	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	33290000000	66230000000	33290000000	66230000000	33290000000	66230000000	None	1	3	0	False	False	9	0	0	0
277	Áo Khoác Ghi Lê Thời Trang Nam Phong Cách Vintage	Nước ngoài	1597124928	1609771212	12646284	False	25%	False	10	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	26100000000	34800000000	26100000000	34800000000	26100000000	34800000000	None	0	18	0	False	False	9	0	0	0
278	Áo Len Cổ Lọ Dài Tay Thời Trang Nam	Nước ngoài	1609226282	1609771212	544930	False	None	False	42	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	26900000000	-1	26900000000	-1	26900000000	0	None	1	1	0	False	False	9	0	0	0
279	Áo Khoác Bóng Chày Thời Trang Nam Cá Tính	Nước ngoài	1599624877	1609771212	10146335	False	34%	False	48	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	24270000000	36430000000	31680000000	47710000000	24270000000	36430000000	None	0	0	0	False	False	9	0	0	0
280	Xả Hot [Siêu Quà] Áo khoác phao đại hàn thời trang nam siêu dày ấm cao cấp APHA03-1827 . ↺ : .	TP. Hồ Chí Minh	1606835568	1609771212	2935644	False	None	False	5	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	46128700000	-1	46128700000	-1	46128700000	0	None	0	6	0	False	False	9	0	0	0
281	Áo Khoác Khóa Kéo Có Nón Thời Trang Nam	Nước ngoài	1606997313	1609771212	2773899	False	50%	False	48	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	29087700000	58175300000	29087700000	58175300000	29087700000	58175300000	None	0	1	0	False	False	9	0	0	0
282	Áo Khoác Da Pu Đệm Lông Thời Trang Nam Trung Niên	Nước ngoài	1608242297	1609771212	1528915	False	None	False	15	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	76691100000	-1	76691100000	-1	76691100000	0	None	0	3	0	False	False	9	0	0	0
283	Áo Khoác Bóng Chày Thời Trang Nam Năng Động	Nước ngoài	1576488814	1609771212	33282398	False	48%	False	12	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	34300000000	65930000000	34300000000	65930000000	34300000000	65930000000	None	1	0	0	False	False	9	0	0	0
284	Áo gió lót nỉ  2 lớp thời trang nam cao cấp Phom 40-75kg One shop - AZ50 ₃	Hà Nội	1608887762	1609771212	883450	False	None	False	6	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	22351100000	-1	22351100000	-1	22351100000	0	None	0	1	0	False	False	8	0	0	0
285	Áo Khoác Phao Không Tay Khóa Kéo Thời Trang Nam	Nước ngoài	1605765640	1609771212	4005572	False	45%	False	24	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	26900000000	48900000000	29300000000	53200000000	26900000000	48900000000	None	0	5	0	False	False	9	0	0	0
286	Áo khoác (ĐỔI SIZE THOẢI MÁI) nam dù bomber cao cấp in hình độc đáo dù lót nỉ dấu nón - Thời trang nam SIIBE	TP. Hồ Chí Minh	1603274327	1609771212	6496885	False	50%	False	12	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	18500000000	37000000000	18500000000	37000000000	18500000000	37000000000	None	482	71	0	False	False	7	0	0	0
287	Áo Khoác Phao Dày Dáng Ôm Ngắn Thời Trang Nam Cao Cấp 1224 No.2020	Nước ngoài	1608789866	1609771212	981346	False	None	False	12	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	84300000000	-1	84300000000	-1	84300000000	0	None	0	1	0	False	False	9	0	0	0
288	Áo Khoác Caro Thời Trang Nam Hàn Quốc	Nước ngoài	1572468961	1609771212	37302251	False	None	False	8	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	40240000000	-1	40240000000	-1	40240000000	0	None	1	2	0	False	False	8	0	0	1
289	Áo Khoác Bóng Chày Thời Trang Nam 2021	Nước ngoài	1608612049	1609771212	1159163	False	22%	False	48	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	48828000000	62600000000	48828000000	62600000000	48828000000	62600000000	None	0	0	0	False	False	6	0	0	0
290	Áo Khoác Bomber Khóa Kéo Thời Trang Nam	Nước ngoài	1600915752	1609771212	8855460	False	50%	False	28	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	21000000000	42000000000	21000000000	42000000000	21000000000	42000000000	None	0	3	0	False	False	8	0	0	0
291	Thời Trang Nam, áo khoác măng tô caro màu, RL1358 - XÁM NHẠT	TP. Hồ Chí Minh	1546406772	1609771212	63364440	False	None	False	1	False	5.0	[1, 0, 0, 0, 0, 1]	None	None	47000000000	-1	47000000000	-1	47000000000	0	None	2	20	1	False	True	3	0	0	1
292	Áo Khoác Denim Thời Trang Nam 2019	Nước ngoài	1583985031	1609771212	25786181	False	None	False	48	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	35200000000	-1	37800000000	-1	35200000000	0	None	0	1	0	False	False	9	0	0	0
293	Áo Khoác Thời Trang Nam Chất Liệu Vải Denim	Nước ngoài	1578908037	1609771212	30863175	False	30%	False	0	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	29610000000	42300000000	29610000000	42300000000	29610000000	42300000000	None	0	0	0	False	False	7	0	0	1
294	[THỜI TRANG NAM] Áo Khoác Da Lót Lông Nam Thời Trang Cao Cấp HCM AD021K + Tặng Kèm Kính	TP. Hồ Chí Minh	1596622831	1609771212	13148381	False	31%	False	4	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	31000000000	45000000000	31000000000	45000000000	31000000000	45000000000	None	0	55	0	False	False	5	0	0	0
295	Áo kaki nam nữ nhiều màu, áo khoác kaki phong cách hàn quốc phù hợp với mọi lứa tuổi	TP. Hồ Chí Minh	1604648766	1609771212	5122446	False	33%	False	24	False	4.740741000000001	[27, 1, 0, 0, 3, 23]	None	None	15000000000	22500000000	15000000000	22500000000	15000000000	22500000000	None	50	4456	27	False	True	9	1	82	90
296	Áo nỉ nam AN04 - Áo khoác nam có mũ lót lông Hotrend 2021	Hà Nội	1539228756	1609771212	70542456	True	34%	False	10	False	4.5263160000000005	[19, 1, 0, 2, 1, 15]	None	None	29700000000	45000000000	29700000000	45000000000	29700000000	45000000000	None	87	1566	19	False	True	6	0	2	59
